test_name	included_in_unit_basic	category	rule_kind	rule_pattern	rationale
extensions::tests::parse_and_validate_rejects_unknown_type	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::parse_events_hostcall_op_accepts_alias_variants	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::parse_fs_host_call_message	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::parse_host_call_message	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::parse_log_message	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::parse_pi_extensions_accepts_string_and_array_forms	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::parse_register_message	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::parse_register_message_rejects_v2_manifest_unknown_provenance_field	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::parse_register_message_rejects_v2_manifest_unknown_requirement_field	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::parse_register_message_rejects_v2_manifest_without_provenance	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::parse_register_message_with_capability_manifest_v2	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::parse_session_hostcall_op_accepts_alias_variants	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::permission_drift_fails_closed_for_expansion_without_provenance_or_policy	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::permission_drift_flags_provenance_snapshot_mismatch	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::permission_drift_flags_removed_capabilities_as_auditable	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::permission_drift_flags_stale_manifest_and_policy_profile_mismatch	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::permission_drift_records_explicitly_trusted_provenanced_expansion	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::profile_transition_check_serializes	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::promote_trust_from_acknowledged	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::promote_trust_no_op_from_killed	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::promote_trust_no_op_from_pending	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::proptest_dispatch::capability_deny_all_covers_all_methods	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::proptest_dispatch::capability_deny_all_rejects_gated_calls	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::proptest_dispatch::capability_mismatch_rejected_as_invalid_request	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::proptest_dispatch::capability_per_extension_deny_overrides_allow	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::proptest_dispatch::concurrent_dispatch_parallel_tasks_same_manager_safe	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::proptest_dispatch::concurrent_dispatch_same_manager_safe	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::proptest_dispatch::concurrent_session_state_interleaved	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::proptest_dispatch::dispatch_deeply_nested_payload_never_panics	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::proptest_dispatch::dispatch_large_payload_stress	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::proptest_dispatch::events_active_tools_roundtrip	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::proptest_dispatch::events_dispatch_never_panics	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::proptest_dispatch::events_model_state_consistent	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::proptest_dispatch::events_send_message_requires_custom_type	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::proptest_dispatch::events_thinking_level_state_consistent	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::proptest_dispatch::events_unicode_payloads_safe	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::proptest_dispatch::events_unknown_op_returns_error	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::proptest_dispatch::extension_tool_def_malformed_never_panics	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::proptest_dispatch::mismatched_typed_opcode_context_is_rejected	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::proptest_dispatch::register_command_arbitrary_never_panics	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::proptest_dispatch::register_flag_arbitrary_never_panics	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::proptest_dispatch::register_provider_invalid_api_types_error	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::proptest_dispatch::register_provider_malformed_never_panics	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
